texto_comentario;owner_username;timestamp;replies;likescount;shortcode;owner_username_norm;comment_timestamp;word_count;is_qualified;is_question;sentiment_label;sentiment_score;emotion_label;replies_list;replies_total;reply_depth_max;post_timestamp;delay_hours;delay_hour_bucket;is_verified
👏👏;eduardakenner;2025-05-21 19:45:10+00:00;[];0;DJ7XmcexhRk;eduardakenner;2025-05-21 16:45:10-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-21 16:38:40-03:00;0.10833333333333334;0;False
Evento maravilhoso, que proporcionou a ampliação do conhecimento sobre o Turismo e a troca de experiências! Pena que a chuva impediu as visitas técnicas, mas a organização do evento foi perfeita! 😍👏👏👏👏👏;alineecotur;2025-05-29 01:27:48+00:00;[];0;DJ7ZoL4J2l-;alineecotur;2025-05-28 22:27:48-03:00;31;True;False;positivo;1;entusiasmo;[];0;0;2025-05-21 17:00:15-03:00;173.45916666666668;173;False
👏;bernardo_fischer2004;2025-05-23 23:45:34+00:00;[];0;DJ7ZoL4J2l-;bernardo_fischer2004;2025-05-23 20:45:34-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-21 17:00:15-03:00;51.75527777777778;51;False
👏;_.jeds;2025-05-23 00:43:01+00:00;[];0;DJ7ZoL4J2l-;_.jeds;2025-05-22 21:43:01-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-21 17:00:15-03:00;28.712777777777777;28;False
👏👏👏;anagrxavier;2025-05-22 23:25:21+00:00;[];1;DJ7ZoL4J2l-;anagrxavier;2025-05-22 20:25:21-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-21 17:00:15-03:00;27.418333333333333;27;False
Na região norte, na UFAM estamos nós, o Projeto Náufragos (@projetonaufragos)! Marca a gente aí!!!!!!!!!!😍;projetonaufragos;2025-06-01 14:38:02+00:00;[];3;DJ90M-cvd_9;projetonaufragos;2025-06-01 11:38:02-03:00;15;True;False;neutro;0;neutra;[];0;0;2025-05-22 15:27:04-03:00;236.18277777777777;236;False
👏👏👏👏;castracaouern;2025-05-31 11:53:01+00:00;[];0;DJ90M-cvd_9;castracaouern;2025-05-31 08:53:01-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-22 15:27:04-03:00;209.4325;209;False
Parabéns ao perfil e gestores :);guirubenich;2025-05-28 20:15:29+00:00;[];0;DJ90M-cvd_9;guirubenich;2025-05-28 17:15:29-03:00;5;False;False;positivo;1;entusiasmo;[];0;0;2025-05-22 15:27:04-03:00;145.80694444444444;145;False
Indicando o projeto @doguineos_ufcao, da UFCA;nanicamartins;2025-05-26 15:14:35+00:00;[];1;DJ90M-cvd_9;nanicamartins;2025-05-26 12:14:35-03:00;6;False;False;neutro;0;neutra;[];0;0;2025-05-22 15:27:04-03:00;92.79194444444444;92;False
👏👏👏👏👏👏👏;kharlarabelo;2025-05-25 19:52:01+00:00;[];0;DJ90M-cvd_9;kharlarabelo;2025-05-25 16:52:01-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-22 15:27:04-03:00;73.41583333333334;73;False
@ufcspaoficial coloca o @patinhasdoinstituto por favor!! Região Nordeste IFCE - Campus Fortaleza;patinhasdoinstituto;2025-05-25 18:28:16+00:00;[];0;DJ90M-cvd_9;patinhasdoinstituto;2025-05-25 15:28:16-03:00;11;True;False;neutro;0;neutra;[];0;0;2025-05-22 15:27:04-03:00;72.02;72;False
Silveira vc é lindo demais o Rio de Janeiro te ama❤️;miriamgs.gs;2025-05-25 09:02:23+00:00;[];0;DJ90M-cvd_9;miriamgs.gs;2025-05-25 06:02:23-03:00;11;True;False;positivo;1;entusiasmo;[];0;0;2025-05-22 15:27:04-03:00;62.58861111111111;62;False
Em Londrina/Pr tem o projeto @projetopepa na UTFPR que cuida de varios animais e ainda ajuda a encontrar animais desaparecidos;amandapicoli_;2025-05-24 19:53:23+00:00;[];2;DJ90M-cvd_9;amandapicoli_;2025-05-24 16:53:23-03:00;21;True;False;neutro;0;neutra;[];0;0;2025-05-22 15:27:04-03:00;49.43861111111111;49;False
Prometa;kaue_escobar__;2025-05-24 16:17:56+00:00;[];0;DJ9bfPfRMcs;kaue_escobar__;2025-05-24 13:17:56-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-22 11:53:50-03:00;49.401666666666664;49;False
Kkkkkkkkk arrasou, Rone!;madjiguene_rangel;2025-05-24 14:43:04+00:00;[];0;DJ9bfPfRMcs;madjiguene_rangel;2025-05-24 11:43:04-03:00;3;False;False;neutro;0;neutra;[];0;0;2025-05-22 11:53:50-03:00;47.82055555555556;47;False
Tem que ter legenda 😂😂😂😂;limarosangeladacosta;2025-05-23 17:38:44+00:00;[];0;DJ9bfPfRMcs;limarosangeladacosta;2025-05-23 14:38:44-03:00;4;False;False;neutro;0;neutra;[];0;0;2025-05-22 11:53:50-03:00;26.748333333333335;26;False
Lacration 👏👏;perdigones3;2025-05-23 16:47:22+00:00;[];0;DJ9bfPfRMcs;perdigones3;2025-05-23 13:47:22-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-22 11:53:50-03:00;25.892222222222223;25;False
@malu_lorensi não podemos perder esse rolê babilônico! Vai ter coelhinhos 🐰;vanessasilber;2025-05-23 12:53:37+00:00;[];0;DJ9bfPfRMcs;vanessasilber;2025-05-23 09:53:37-03:00;10;True;False;neutro;0;neutra;[];0;0;2025-05-22 11:53:50-03:00;21.996388888888887;21;False
me ganhou quando falou dos coelhos 😍;isadora_berta;2025-05-23 10:17:11+00:00;[];0;DJ9bfPfRMcs;isadora_berta;2025-05-23 07:17:11-03:00;6;False;True;neutro;0;duvida;[];0;0;2025-05-22 11:53:50-03:00;19.389166666666668;19;False
❤️;clarissaqueiroz31;2025-06-04 21:19:03+00:00;[];0;DJ9NCJqOH35;clarissaqueiroz31;2025-06-04 18:19:03-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-22 09:44:48-03:00;320.5708333333333;320;False
😍😍😍😍😍;costakatiabarbosa;2025-05-26 23:44:59+00:00;[];0;DJ9NCJqOH35;costakatiabarbosa;2025-05-26 20:44:59-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-22 09:44:48-03:00;107.00305555555556;107;False
❤️❤️❤️❤️❤️;albummbel;2025-05-26 21:14:32+00:00;[];0;DJ9NCJqOH35;albummbel;2025-05-26 18:14:32-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-22 09:44:48-03:00;104.49555555555555;104;False
❤️;gislaine7166;2025-05-25 16:40:23+00:00;[];0;DJ9NCJqOH35;gislaine7166;2025-05-25 13:40:23-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-22 09:44:48-03:00;75.9263888888889;75;False
@americanpetbr;dupladedoismartinmabel;2025-05-24 21:20:04+00:00;[];0;DJ9NCJqOH35;dupladedoismartinmabel;2025-05-24 18:20:04-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-22 09:44:48-03:00;56.58777777777778;56;False
@inaba_brasil;dupladedoismartinmabel;2025-05-24 21:19:47+00:00;[];0;DJ9NCJqOH35;dupladedoismartinmabel;2025-05-24 18:19:47-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-22 09:44:48-03:00;56.58305555555555;56;False
@quatreepet;dupladedoismartinmabel;2025-05-24 21:19:28+00:00;[];0;DJ9NCJqOH35;dupladedoismartinmabel;2025-05-24 18:19:28-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-22 09:44:48-03:00;56.577777777777776;56;False
@royalcaninbrasil;dupladedoismartinmabel;2025-05-24 21:18:58+00:00;[];0;DJ9NCJqOH35;dupladedoismartinmabel;2025-05-24 18:18:58-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-22 09:44:48-03:00;56.56944444444444;56;False
@editorarocco 👏👏;clis.1;2025-05-29 02:55:52+00:00;[];0;DJ9NCJqOH35;clis.1;2025-05-28 23:55:52-03:00;1;False;False;neutro;0;neutra;[];0;0;2025-05-22 09:44:48-03:00;158.18444444444444;158;False
Baita programação! Super importante esta agenda pra gente saber de atividades legais que acontecem na cidade.;jefferson.k.pinheiro;2025-05-28 00:08:02+00:00;[];1;DKAHqt4x3uU;jefferson.k.pinheiro;2025-05-27 21:08:02-03:00;16;True;False;neutro;0;neutra;[];0;0;2025-05-23 12:55:38-03:00;104.20666666666666;104;False
Obrigado pessoal! ✴️;festivalarmazem;2025-05-23 21:42:55+00:00;[];2;DKAHqt4x3uU;festivalarmazem;2025-05-23 18:42:55-03:00;2;False;False;neutro;0;neutra;[];0;0;2025-05-23 12:55:38-03:00;5.788055555555555;5;False
"@f_ponciano  olha isso! Não tem como sentir tédio  com uma agenda cultural dessas 🙂!
Santa Maria ❤️🌸🙂";patriciacurri.paticurri;2025-05-23 19:58:45+00:00;[];2;DKAHqt4x3uU;patriciacurri.paticurri;2025-05-23 16:58:45-03:00;15;True;True;neutro;0;neutra;[];0;0;2025-05-23 12:55:38-03:00;4.051944444444445;4;False
Coisa boa retomar nossa agenda em um fim de semana tão movimentado ✨️🥰;radiosufsm;2025-05-23 16:01:29+00:00;[];3;DKAHqt4x3uU;radiosufsm;2025-05-23 13:01:29-03:00;12;True;False;positivo;1;neutra;[];0;0;2025-05-23 12:55:38-03:00;0.0975;0;False
👏👏👏👏👏👏👏;mytwolovesusa;2025-06-30 17:13:41+00:00;[];0;DKAkG0EpeK7;mytwolovesusa;2025-06-30 14:13:41-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-23 17:28:39-03:00;908.7505555555556;908;False
Que legal este projeto;simple_gastronomia_saudavel_;2025-06-10 14:06:05+00:00;[];0;DKAkG0EpeK7;simple_gastronomia_saudavel_;2025-06-10 11:06:05-03:00;4;False;False;positivo;1;neutra;[];0;0;2025-05-23 17:28:39-03:00;425.62388888888887;425;False
Para vocês terem noção eu estou mostrando para o máximo de pessoas possível o pró-reitor de assuntos caninos;berrettapedro;2025-06-07 23:55:00+00:00;[];0;DKAkG0EpeK7;berrettapedro;2025-06-07 20:55:00-03:00;19;True;False;neutro;0;neutra;[];0;0;2025-05-23 17:28:39-03:00;363.43916666666667;363;False
O tímido está tímido, ô meu deus;carolfoscolo;2025-06-06 18:21:33+00:00;[];0;DKAkG0EpeK7;carolfoscolo;2025-06-06 15:21:33-03:00;7;True;False;neutro;0;neutra;[];0;0;2025-05-23 17:28:39-03:00;333.88166666666666;333;False
Que projeto lindo 👏😍;gabrielaaragaos;2025-06-06 04:08:38+00:00;[];0;DKAkG0EpeK7;gabrielaaragaos;2025-06-06 01:08:38-03:00;3;False;False;positivo;1;entusiasmo;[];0;0;2025-05-23 17:28:39-03:00;319.6663888888889;319;False
Que legal;geanefedrigo;2025-06-04 00:23:15+00:00;[];0;DKAkG0EpeK7;geanefedrigo;2025-06-03 21:23:15-03:00;2;False;False;positivo;1;neutra;[];0;0;2025-05-23 17:28:39-03:00;267.91;267;False
👏👏👏👏👏👏❤️❤️❤️;claudiareginabozza;2025-05-30 21:03:33+00:00;[];0;DKAkG0EpeK7;claudiareginabozza;2025-05-30 18:03:33-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-23 17:28:39-03:00;168.58166666666668;168;False
Parabéns ao ZELO por cuidar dos meus irmãos ❤️❤️;mell_caramelo_carioca;2025-05-30 20:01:00+00:00;[];0;DKAkG0EpeK7;mell_caramelo_carioca;2025-05-30 17:01:00-03:00;8;True;False;positivo;1;entusiasmo;[];0;0;2025-05-23 17:28:39-03:00;167.53916666666666;167;False
👏👏👏;everton.rosa85;2025-05-30 17:47:48+00:00;[];0;DKAkG0EpeK7;everton.rosa85;2025-05-30 14:47:48-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-23 17:28:39-03:00;165.31916666666666;165;False
Que lindaa, parabéns Dudinha amei essa matéria ❣️❣️;nataliapenha_;2025-05-27 15:18:46+00:00;[];1;DKH12WeAaO7;nataliapenha_;2025-05-27 12:18:46-03:00;7;True;False;positivo;2;entusiasmo;[];0;0;2025-05-26 12:56:31-03:00;23.370833333333334;23;False
Maravilhosa essa minha afilhada😍;alcionemouracarvalho;2025-05-27 15:07:41+00:00;[];1;DKH12WeAaO7;alcionemouracarvalho;2025-05-27 12:07:41-03:00;4;False;False;neutro;0;neutra;[];0;0;2025-05-26 12:56:31-03:00;23.18611111111111;23;False
Parabéns pela matéria minha filha! ❤️❤️❤️;joaovcarvalho10;2025-05-27 14:16:50+00:00;[];1;DKH12WeAaO7;joaovcarvalho10;2025-05-27 11:16:50-03:00;5;False;False;positivo;1;entusiasmo;[];0;0;2025-05-26 12:56:31-03:00;22.33861111111111;22;False
@eu_dudis Minha maravilhosa! Que orgulho 💕;luisa_minato;2025-05-27 12:50:15+00:00;[];1;DKH12WeAaO7;luisa_minato;2025-05-27 09:50:15-03:00;5;False;False;neutro;0;neutra;[];0;0;2025-05-26 12:56:31-03:00;20.895555555555557;20;False
👏👏👏👏;a_myreya_;2025-05-26 19:30:36+00:00;[];2;DKH12WeAaO7;a_myreya_;2025-05-26 16:30:36-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-26 12:56:31-03:00;3.5680555555555555;3;False
É isso aí @eu_dudis !!! Parabéns 👏🏾;jakedasneves;2025-05-26 18:54:27+00:00;[];1;DKH12WeAaO7;jakedasneves;2025-05-26 15:54:27-03:00;5;False;False;positivo;1;entusiasmo;[];0;0;2025-05-26 12:56:31-03:00;2.9655555555555555;2;False
Viva a África;cristhoffer_antunes;2025-05-26 17:08:49+00:00;"[{""id"": ""18067156190294248"", ""text"": ""@anderson.m_s faltou você.  Um abraço meu amigo"", ""ownerUsername"": ""cristhoffer_antunes"", ""ownerProfilePicUrl"": ""https://scontent-iad3-1.cdninstagram.com/v/t51.82787-19/670303971_17927409870255817_2378955092154697874_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEeWKPa9NJw2Xxf0RjVj7Y7pjmmDPMEBErsxA7DmUyOhGryIHmIthpMQVCyXdItGgw&_nc_ohc=0nnC7ptoKOgQ7kNvwEl5jb-&_nc_gid=nvRbpiWQqnNXjIdBrx_BAw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1u1N1_AoIJQVA2BoYNYUSzOa242XKI_HGvMOcF5qx-RA&oe=69E986B7&_nc_sid=10d13b"", ""timestamp"": ""2025-05-27T12:21:30.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 1, ""owner"": {""id"": ""67612799816"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-iad3-1.cdninstagram.com/v/t51.82787-19/670303971_17927409870255817_2378955092154697874_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEeWKPa9NJw2Xxf0RjVj7Y7pjmmDPMEBErsxA7DmUyOhGryIHmIthpMQVCyXdItGgw&_nc_ohc=0nnC7ptoKOgQ7kNvwEl5jb-&_nc_gid=nvRbpiWQqnNXjIdBrx_BAw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1u1N1_AoIJQVA2BoYNYUSzOa242XKI_HGvMOcF5qx-RA&oe=69E986B7&_nc_sid=10d13b"", ""username"": ""cristhoffer_antunes""}}]";1;DKH12WeAaO7;cristhoffer_antunes;2025-05-26 14:08:49-03:00;3;False;False;neutro;0;neutra;[{'id': '18067156190294248', 'text': '@anderson.m_s faltou você.  Um abraço meu amigo', 'ownerUsername': 'cristhoffer_antunes', 'ownerProfilePicUrl': 'https://scontent-iad3-1.cdninstagram.com/v/t51.82787-19/670303971_17927409870255817_2378955092154697874_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEeWKPa9NJw2Xxf0RjVj7Y7pjmmDPMEBErsxA7DmUyOhGryIHmIthpMQVCyXdItGgw&_nc_ohc=0nnC7ptoKOgQ7kNvwEl5jb-&_nc_gid=nvRbpiWQqnNXjIdBrx_BAw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1u1N1_AoIJQVA2BoYNYUSzOa242XKI_HGvMOcF5qx-RA&oe=69E986B7&_nc_sid=10d13b', 'timestamp': '2025-05-27T12:21:30.000Z', 'repliesCount': 0, 'replies': [], 'likesCount': 1, 'owner': {'id': '67612799816', 'is_verified': False, 'profile_pic_url': 'https://scontent-iad3-1.cdninstagram.com/v/t51.82787-19/670303971_17927409870255817_2378955092154697874_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEeWKPa9NJw2Xxf0RjVj7Y7pjmmDPMEBErsxA7DmUyOhGryIHmIthpMQVCyXdItGgw&_nc_ohc=0nnC7ptoKOgQ7kNvwEl5jb-&_nc_gid=nvRbpiWQqnNXjIdBrx_BAw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1u1N1_AoIJQVA2BoYNYUSzOa242XKI_HGvMOcF5qx-RA&oe=69E986B7&_nc_sid=10d13b', 'username': 'cristhoffer_antunes'}}];1;1;2025-05-26 12:56:31-03:00;1.205;1;False
Liiinda da sua tiiia meu orgulho❤️;dy_caabral;2025-05-26 17:07:22+00:00;[];1;DKH12WeAaO7;dy_caabral;2025-05-26 14:07:22-03:00;6;False;False;neutro;0;neutra;[];0;0;2025-05-26 12:56:31-03:00;1.1808333333333334;1;False
👏👏👏👏;sofonias_lopes;2025-05-26 16:55:44+00:00;[];0;DKH12WeAaO7;sofonias_lopes;2025-05-26 13:55:44-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-26 12:56:31-03:00;0.9869444444444444;0;False
Aqui team surpresa!😄;moicosaga;2025-05-30 22:08:40+00:00;[];0;DKHqNAsiCOw;moicosaga;2025-05-30 19:08:40-03:00;3;False;False;neutro;0;neutra;[];0;0;2025-05-26 11:13:50-03:00;103.91388888888889;103;False
Sonhando com o dia que a @ufsm.br vai chamar as atrizes e atores da ufsm pra esse tipo de conteúdo ❤️❤️❤️;annelacerdaremax;2025-05-28 01:54:51+00:00;[];0;DKHqNAsiCOw;annelacerdaremax;2025-05-27 22:54:51-03:00;21;True;False;neutro;0;neutra;[];0;0;2025-05-26 11:13:50-03:00;35.68361111111111;35;False
É muito bom esse RU;_otiiago_;2025-05-27 23:42:54+00:00;[];0;DKHqNAsiCOw;_otiiago_;2025-05-27 20:42:54-03:00;5;False;False;positivo;1;neutra;[];0;0;2025-05-26 11:13:50-03:00;33.48444444444444;33;False
Nada como ser surpreendido com um Estrogonofe com batata palha;eltonz_;2025-05-27 13:54:23+00:00;[];4;DKHqNAsiCOw;eltonz_;2025-05-27 10:54:23-03:00;10;True;True;neutro;0;neutra;[];0;0;2025-05-26 11:13:50-03:00;23.675833333333333;23;False
conferir com antecedência sempreee;laurnvs;2025-05-26 16:45:28+00:00;[];2;DKHqNAsiCOw;laurnvs;2025-05-26 13:45:28-03:00;4;False;False;neutro;0;neutra;[];0;0;2025-05-26 11:13:50-03:00;2.527222222222222;2;False
👏🏻👏🏻;cosaiufsm;2025-05-26 15:29:01+00:00;[];1;DKHqNAsiCOw;cosaiufsm;2025-05-26 12:29:01-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-26 11:13:50-03:00;1.2530555555555556;1;False
👏👏;cineclubedaboca;2025-05-26 22:33:56+00:00;[];0;DKIPG0Hp-MT;cineclubedaboca;2025-05-26 19:33:56-03:00;0;False;False;neutro;0;neutra;[];0;0;2025-05-26 17:13:43-03:00;2.3369444444444443;2;False
Adiantem o resultado!!!;samsanram123;2025-06-13 22:12:25+00:00;[];1;DKK1ISuO5qS;samsanram123;2025-06-13 19:12:25-03:00;3;False;False;neutro;0;neutra;[];0;0;2025-05-27 16:45:18-03:00;410.45194444444445;410;False
Nota de corte pra medicina ?;gabrielrtt_;2025-06-10 21:20:50+00:00;"[{""id"": ""18055141796358113"", ""text"": ""@gabrielrtt_ olá! Este edital não divulga nota de corte"", ""ownerUsername"": ""progradufsm"", ""ownerProfilePicUrl"": ""https://scontent-atl3-3.cdninstagram.com/v/t51.82787-19/656904413_18452091412110886_5191388453947440167_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gFEfH4JFPDTURn138q6gUBOWbCBncswzhd__jaKb4vZNpeYxcIGx257TAaJF7Qx_eg&_nc_ohc=2yB1abShFOwQ7kNvwGTz8Kh&_nc_gid=bxs5KqIqV-aksaEuWYQSWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1F7WDmlwRMofx9XrMBguxWC6SvWGfRpy8fjubBEyEqvA&oe=69E987B0&_nc_sid=10d13b"", ""timestamp"": ""2025-06-24T13:12:17.000Z"", ""repliesCount"": 0, ""replies"": [], ""likesCount"": 0, ""owner"": {""id"": ""3231014885"", ""is_verified"": false, ""profile_pic_url"": ""https://scontent-atl3-3.cdninstagram.com/v/t51.82787-19/656904413_18452091412110886_5191388453947440167_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gFEfH4JFPDTURn138q6gUBOWbCBncswzhd__jaKb4vZNpeYxcIGx257TAaJF7Qx_eg&_nc_ohc=2yB1abShFOwQ7kNvwGTz8Kh&_nc_gid=bxs5KqIqV-aksaEuWYQSWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1F7WDmlwRMofx9XrMBguxWC6SvWGfRpy8fjubBEyEqvA&oe=69E987B0&_nc_sid=10d13b"", ""username"": ""progradufsm""}}]";0;DKK1ISuO5qS;gabrielrtt_;2025-06-10 18:20:50-03:00;5;False;True;neutro;0;duvida;[{'id': '18055141796358113', 'text': '@gabrielrtt_ olá! Este edital não divulga nota de corte', 'ownerUsername': 'progradufsm', 'ownerProfilePicUrl': 'https://scontent-atl3-3.cdninstagram.com/v/t51.82787-19/656904413_18452091412110886_5191388453947440167_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gFEfH4JFPDTURn138q6gUBOWbCBncswzhd__jaKb4vZNpeYxcIGx257TAaJF7Qx_eg&_nc_ohc=2yB1abShFOwQ7kNvwGTz8Kh&_nc_gid=bxs5KqIqV-aksaEuWYQSWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1F7WDmlwRMofx9XrMBguxWC6SvWGfRpy8fjubBEyEqvA&oe=69E987B0&_nc_sid=10d13b', 'timestamp': '2025-06-24T13:12:17.000Z', 'repliesCount': 0, 'replies': [], 'likesCount': 0, 'owner': {'id': '3231014885', 'is_verified': False, 'profile_pic_url': 'https://scontent-atl3-3.cdninstagram.com/v/t51.82787-19/656904413_18452091412110886_5191388453947440167_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gFEfH4JFPDTURn138q6gUBOWbCBncswzhd__jaKb4vZNpeYxcIGx257TAaJF7Qx_eg&_nc_ohc=2yB1abShFOwQ7kNvwGTz8Kh&_nc_gid=bxs5KqIqV-aksaEuWYQSWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1F7WDmlwRMofx9XrMBguxWC6SvWGfRpy8fjubBEyEqvA&oe=69E987B0&_nc_sid=10d13b', 'username': 'progradufsm'}}];1;1;2025-05-27 16:45:18-03:00;337.59222222222223;337;False
